,SSBS,SSB,MaxAbundance,TotalAbundance,RescaledAbundance,Sample_midpoint,Latitude,Longitude,Study_common_taxon,Predominant_land_use,Max_linear_extent_metres,geometry
336,AD1_2007__Hatfield 1 141 4,AD1_2007__Hatfield 1 141,144.0,33.0,0.22916666666666666,2002-07-13,39.55083,-120.19667,Bombus,Pasture,40.0,POINT (-120.19667 39.55083)
396,AD1_2007__Hatfield 1 141 64,AD1_2007__Hatfield 1 141,144.0,45.0,0.3125,2003-07-09,39.55083,-120.19667,Bombus,Pasture,40.0,POINT (-120.19667 39.55083)
393,AD1_2007__Hatfield 1 120 61,AD1_2007__Hatfield 1 120,144.0,51.0,0.3541666666666667,2003-07-09,39.5605,-120.22633,Bombus,Pasture,40.0,POINT (-120.22633 39.5605)
333,AD1_2007__Hatfield 1 120 1,AD1_2007__Hatfield 1 120,144.0,6.0,0.041666666666666664,2002-07-13,39.5605,-120.22633,Bombus,Pasture,40.0,POINT (-120.22633 39.5605)
334,AD1_2007__Hatfield 1 120 2,AD1_2007__Hatfield 1 120,144.0,49.0,0.3402777777777778,2002-07-13,39.56417,-120.223,Bombus,Pasture,40.0,POINT (-120.223 39.56417)
394,AD1_2007__Hatfield 1 120 62,AD1_2007__Hatfield 1 120,144.0,88.0,0.6111111111111112,2003-07-09,39.56417,-120.223,Bombus,Pasture,40.0,POINT (-120.223 39.56417)
2207,AD1_2011__Cameron 2  8,AD1_2011__Cameron 2 ,612.0,130.28571428571428,0.21288515406162464,2007-07-06,39.57604,-120.36991,Hymenoptera,Cannot decide,,POINT (-120.36991 39.57604)
2377,AD1_2011__Cameron 2  178,AD1_2011__Cameron 2 ,612.0,390.0,0.6372549019607843,2008-07-29,37.9638,-111.7195,Hymenoptera,Cannot decide,,POINT (-111.7195 37.9638)
2262,AD1_2011__Cameron 2  63,AD1_2011__Cameron 2 ,612.0,104.0,0.16993464052287582,2008-07-29,37.9737,-111.7241,Hymenoptera,Cannot decide,,POINT (-111.7241 37.9737)
2357,AD1_2011__Cameron 2  158,AD1_2011__Cameron 2 ,612.0,308.0,0.5032679738562091,2008-08-25,40.5983,-115.3824,Hymenoptera,Cannot decide,,POINT (-115.3824 40.5983)
2297,AD1_2011__Cameron 2  98,AD1_2011__Cameron 2 ,612.0,128.0,0.20915032679738563,2007-08-16,40.60437,-115.37538,Hymenoptera,Cannot decide,,POINT (-115.37538 40.60437)
2298,AD1_2011__Cameron 2  99,AD1_2011__Cameron 2 ,612.0,264.0,0.43137254901960786,2007-08-17,40.6252,-115.36742,Hymenoptera,Cannot decide,,POINT (-115.36742 40.6252)
2296,AD1_2011__Cameron 2  97,AD1_2011__Cameron 2 ,612.0,102.85714285714285,0.1680672268907563,2007-08-16,40.66422,-115.44721,Hymenoptera,Cannot decide,,POINT (-115.44721 40.66422)
2295,AD1_2011__Cameron 2  96,AD1_2011__Cameron 2 ,612.0,298.0,0.4869281045751634,2008-08-26,40.66422,-115.44721,Hymenoptera,Cannot decide,,POINT (-115.44721 40.66422)
2294,AD1_2011__Cameron 2  95,AD1_2011__Cameron 2 ,612.0,48.0,0.0784313725490196,2009-07-08,40.66422,-115.44721,Hymenoptera,Cannot decide,,POINT (-115.44721 40.66422)
2348,AD1_2011__Cameron 2  149,AD1_2011__Cameron 2 ,612.0,48.0,0.0784313725490196,2009-07-09,40.69176,-115.47589,Hymenoptera,Cannot decide,,POINT (-115.47589 40.69176)
2248,AD1_2011__Cameron 2  49,AD1_2011__Cameron 2 ,612.0,20.0,0.032679738562091505,2009-07-09,41.57888,-115.50135,Hymenoptera,Cannot decide,,POINT (-115.50135 41.57888)
395,AD1_2007__Hatfield 1 120 63,AD1_2007__Hatfield 1 120,144.0,15.0,0.10416666666666667,2003-07-09,39.57967,-120.21833,Bombus,Pasture,40.0,POINT (-120.21833 39.57967)
335,AD1_2007__Hatfield 1 120 3,AD1_2007__Hatfield 1 120,144.0,10.0,0.06944444444444445,2002-07-13,39.57967,-120.21833,Bombus,Pasture,40.0,POINT (-120.21833 39.57967)
2217,AD1_2011__Cameron 2  18,AD1_2011__Cameron 2 ,612.0,72.0,0.11764705882352941,2007-07-06,39.59517,-120.39332,Hymenoptera,Cannot decide,,POINT (-120.39332 39.59517)
2383,AD1_2011__Cameron 2  184,AD1_2011__Cameron 2 ,612.0,180.0,0.29411764705882354,2007-07-13,40.81017,-123.12021,Hymenoptera,Cannot decide,,POINT (-123.12021 40.81017)
2399,AD1_2011__Cameron 2  200,AD1_2011__Cameron 2 ,612.0,312.0,0.5098039215686274,2009-07-10,40.87766,-121.56048,Hymenoptera,Cannot decide,,POINT (-121.56048 40.87766)
2314,AD1_2011__Cameron 2  115,AD1_2011__Cameron 2 ,612.0,144.0,0.23529411764705882,2007-07-08,40.87766,-121.56048,Hymenoptera,Cannot decide,,POINT (-121.56048 40.87766)
2242,AD1_2011__Cameron 2  43,AD1_2011__Cameron 2 ,612.0,280.0,0.45751633986928103,2009-07-12,41.29979,-122.74858,Hymenoptera,Cannot decide,,POINT (-122.74858 41.29979)
2208,AD1_2011__Cameron 2  9,AD1_2011__Cameron 2 ,612.0,25.41176470588235,0.04152249134948097,2007-07-09,41.32741,-122.26211,Hymenoptera,Cannot decide,,POINT (-122.26211 41.32741)
2209,AD1_2011__Cameron 2  10,AD1_2011__Cameron 2 ,612.0,36.0,0.058823529411764705,2007-07-09,41.32861,-122.26733,Hymenoptera,Cannot decide,,POINT (-122.26733 41.32861)
2228,AD1_2011__Cameron 2  29,AD1_2011__Cameron 2 ,612.0,16.0,0.026143790849673203,2007-07-09,41.32992,-122.25453,Hymenoptera,Cannot decide,,POINT (-122.25453 41.32992)
2226,AD1_2011__Cameron 2  27,AD1_2011__Cameron 2 ,612.0,140.57142857142856,0.22969187675070024,2007-07-09,41.34877,-122.27846,Hymenoptera,Cannot decide,,POINT (-122.27846 41.34877)
2304,AD1_2011__Cameron 2  105,AD1_2011__Cameron 2 ,612.0,116.0,0.1895424836601307,2007-07-12,41.96575,-123.50289,Hymenoptera,Cannot decide,,POINT (-123.50289 41.96575)
2303,AD1_2011__Cameron 2  104,AD1_2011__Cameron 2 ,612.0,612.0,1.0,2008-07-25,41.96575,-123.50289,Hymenoptera,Cannot decide,,POINT (-123.50289 41.96575)
2202,AD1_2011__Cameron 2  3,AD1_2011__Cameron 2 ,612.0,140.0,0.22875816993464052,2009-07-13,42.08349,-122.73063,Hymenoptera,Cannot decide,,POINT (-122.73063 42.08349)
2203,AD1_2011__Cameron 2  4,AD1_2011__Cameron 2 ,612.0,508.0,0.8300653594771242,2008-07-24,42.08349,-122.73063,Hymenoptera,Cannot decide,,POINT (-122.73063 42.08349)
2204,AD1_2011__Cameron 2  5,AD1_2011__Cameron 2 ,612.0,170.0,0.2777777777777778,2007-07-10,42.08349,-122.73063,Hymenoptera,Cannot decide,,POINT (-122.73063 42.08349)
2311,AD1_2011__Cameron 2  112,AD1_2011__Cameron 2 ,612.0,124.5,0.2034313725490196,2009-07-09,42.1836,-120.349,Hymenoptera,Cannot decide,,POINT (-120.349 42.1836)
2310,AD1_2011__Cameron 2  111,AD1_2011__Cameron 2 ,612.0,120.0,0.19607843137254902,2008-07-25,42.26207,-123.58508,Hymenoptera,Cannot decide,,POINT (-123.58508 42.26207)
2277,AD1_2011__Cameron 2  78,AD1_2011__Cameron 2 ,612.0,208.0,0.33986928104575165,2009-07-13,42.27179,-122.6074,Hymenoptera,Cannot decide,,POINT (-122.6074 42.27179)
2309,AD1_2011__Cameron 2  110,AD1_2011__Cameron 2 ,612.0,150.0,0.24509803921568626,2009-07-14,42.38925,-122.21477,Hymenoptera,Cannot decide,,POINT (-122.21477 42.38925)
2308,AD1_2011__Cameron 2  109,AD1_2011__Cameron 2 ,612.0,380.0,0.6209150326797386,2008-07-23,42.38925,-122.21477,Hymenoptera,Cannot decide,,POINT (-122.21477 42.38925)
2344,AD1_2011__Cameron 2  145,AD1_2011__Cameron 2 ,612.0,64.0,0.10457516339869281,2009-07-15,42.85447,-122.01797,Hymenoptera,Cannot decide,,POINT (-122.01797 42.85447)
2247,AD1_2011__Cameron 2  48,AD1_2011__Cameron 2 ,612.0,248.0,0.40522875816993464,2009-07-15,42.90313,-122.30127,Hymenoptera,Cannot decide,,POINT (-122.30127 42.90313)
2267,AD1_2011__Cameron 2  68,AD1_2011__Cameron 2 ,612.0,99.0,0.16176470588235295,2009-07-16,43.13683,-122.14285,Hymenoptera,Cannot decide,,POINT (-122.14285 43.13683)
2210,AD1_2011__Cameron 2  11,AD1_2011__Cameron 2 ,612.0,392.0,0.6405228758169934,2008-07-26,43.27169,-124.26156,Hymenoptera,Cannot decide,,POINT (-124.26156 43.27169)
2315,AD1_2011__Cameron 2  116,AD1_2011__Cameron 2 ,612.0,224.0,0.3660130718954248,2009-07-16,43.3194,-122.18837,Hymenoptera,Cannot decide,,POINT (-122.18837 43.3194)
2261,AD1_2011__Cameron 2  62,AD1_2011__Cameron 2 ,612.0,42.0,0.06862745098039216,2009-07-17,43.67344,-122.23879,Hymenoptera,Cannot decide,,POINT (-122.23879 43.67344)
2327,AD1_2011__Cameron 2  128,AD1_2011__Cameron 2 ,612.0,136.0,0.2222222222222222,2009-07-16,43.67347,-122.23874,Hymenoptera,Cannot decide,,POINT (-122.23874 43.67347)
2213,AD1_2011__Cameron 2  14,AD1_2011__Cameron 2 ,612.0,196.0,0.3202614379084967,2008-07-21,44.24362,-121.69646,Hymenoptera,Cannot decide,,POINT (-121.69646 44.24362)
2211,AD1_2011__Cameron 2  12,AD1_2011__Cameron 2 ,612.0,52.0,0.08496732026143791,2008-07-22,44.25608,-121.69052,Hymenoptera,Cannot decide,,POINT (-121.69052 44.25608)
2268,AD1_2011__Cameron 2  69,AD1_2011__Cameron 2 ,612.0,244.0,0.39869281045751637,2009-08-07,40.39179,-105.48759,Hymenoptera,Cannot decide,,POINT (-105.48759 40.39179)
2402,AD1_2011__Cameron 2  203,AD1_2011__Cameron 2 ,612.0,116.0,0.1895424836601307,2009-08-08,40.43041,-105.73381,Hymenoptera,Cannot decide,,POINT (-105.73381 40.43041)
2281,AD1_2011__Cameron 2  82,AD1_2011__Cameron 2 ,612.0,184.0,0.3006535947712418,2009-08-17,40.6065,-111.555,Hymenoptera,Cannot decide,,POINT (-111.555 40.6065)
2280,AD1_2011__Cameron 2  81,AD1_2011__Cameron 2 ,612.0,384.0,0.6274509803921569,2008-08-26,40.6065,-111.555,Hymenoptera,Cannot decide,,POINT (-111.555 40.6065)
2341,AD1_2011__Cameron 2  142,AD1_2011__Cameron 2 ,612.0,367.5,0.6004901960784313,2008-07-31,40.6065,-111.5242,Hymenoptera,Cannot decide,,POINT (-111.5242 40.6065)
2278,AD1_2011__Cameron 2  79,AD1_2011__Cameron 2 ,612.0,324.0,0.5294117647058824,2008-07-31,40.6084,-111.5507,Hymenoptera,Cannot decide,,POINT (-111.5507 40.6084)
2279,AD1_2011__Cameron 2  80,AD1_2011__Cameron 2 ,612.0,268.0,0.43790849673202614,2008-08-26,40.6099,-111.537,Hymenoptera,Cannot decide,,POINT (-111.537 40.6099)
2250,AD1_2011__Cameron 2  51,AD1_2011__Cameron 2 ,612.0,360.0,0.5882352941176471,2008-07-31,40.6148,-111.5721,Hymenoptera,Cannot decide,,POINT (-111.5721 40.6148)
2349,AD1_2011__Cameron 2  150,AD1_2011__Cameron 2 ,612.0,276.0,0.45098039215686275,2008-08-26,40.6619,-111.496,Hymenoptera,Cannot decide,,POINT (-111.496 40.6619)
2373,AD1_2011__Cameron 2  174,AD1_2011__Cameron 2 ,612.0,72.0,0.11764705882352941,2008-08-12,40.8429,-109.9965,Hymenoptera,Cannot decide,,POINT (-109.9965 40.8429)
9695,HW1_2008__Cagle 1  1,HW1_2008__Cagle 1 ,21.0,1.0,0.047619047619047616,2006-01-14,41.0849,-88.60554,Colubridae,Primary vegetation,5.0,POINT (-88.60554 41.0849)
9697,HW1_2008__Cagle 1  3,HW1_2008__Cagle 1 ,21.0,8.0,0.38095238095238093,2006-01-14,41.34798,-88.34334,Colubridae,Primary vegetation,5.0,POINT (-88.34334 41.34798)
2663,AD1_2011__Tonietto 1  15,AD1_2011__Tonietto 1 ,167.0,167.0,1.0,2006-08-16,41.3482388889,-88.1447583333,Hymenoptera,Primary vegetation,,POINT (-88.1447583333 41.3482388889)
9701,HW1_2008__Cagle 1  7,HW1_2008__Cagle 1 ,21.0,3.0,0.14285714285714285,2006-01-14,41.35491,-88.18992,Colubridae,Primary vegetation,5.0,POINT (-88.18992 41.35491)
9696,HW1_2008__Cagle 1  2,HW1_2008__Cagle 1 ,21.0,1.0,0.047619047619047616,2006-01-14,41.35734,-88.33722,Colubridae,Primary vegetation,5.0,POINT (-88.33722 41.35734)
9700,HW1_2008__Cagle 1  6,HW1_2008__Cagle 1 ,21.0,7.0,0.3333333333333333,2006-01-14,41.36226,-88.19098,Colubridae,Primary vegetation,5.0,POINT (-88.19098 41.36226)
9704,HW1_2008__Cagle 1  10,HW1_2008__Cagle 1 ,21.0,10.0,0.47619047619047616,2006-01-14,41.36609,-88.13686,Colubridae,Primary vegetation,5.0,POINT (-88.13686 41.36609)
9703,HW1_2008__Cagle 1  9,HW1_2008__Cagle 1 ,21.0,12.0,0.5714285714285714,2006-01-14,41.36628,-88.13895,Colubridae,Primary vegetation,5.0,POINT (-88.13895 41.36628)
9702,HW1_2008__Cagle 1  8,HW1_2008__Cagle 1 ,21.0,3.0,0.14285714285714285,2006-01-14,41.37114,-88.14178,Colubridae,Primary vegetation,5.0,POINT (-88.14178 41.37114)
9698,HW1_2008__Cagle 1  4,HW1_2008__Cagle 1 ,21.0,3.0,0.14285714285714285,2006-01-14,41.38271,-88.29752,Colubridae,Primary vegetation,5.0,POINT (-88.29752 41.38271)
9370,HW1_2006__Summerville 1 Neal.Smith.1 4,HW1_2006__Summerville 1 Neal.Smith.1,1102.0,323.0,0.29310344827586204,2004-05-16,41.56417,-93.26194,Lepidoptera,Primary vegetation,0.3,POINT (-93.26194 41.56417)
9377,HW1_2006__Summerville 1 Soccer.Complex 11,HW1_2006__Summerville 1 Soccer.Complex,1102.0,187.0,0.16969147005444646,2004-05-16,41.56611,-93.57222,Lepidoptera,Young secondary vegetation,0.3,POINT (-93.57222 41.56611)
9390,HW1_2006__Summerville 1 Soccer.Complex 24,HW1_2006__Summerville 1 Soccer.Complex,1102.0,384.0,0.3484573502722323,2005-05-16,41.56611,-93.57222,Lepidoptera,Young secondary vegetation,0.3,POINT (-93.57222 41.56611)
9389,HW1_2006__Summerville 1 Neal.Smith.2 23,HW1_2006__Summerville 1 Neal.Smith.2,1102.0,878.0,0.7967332123411979,2005-05-16,41.57639,-93.265,Lepidoptera,Mature secondary vegetation,0.3,POINT (-93.265 41.57639)
9376,HW1_2006__Summerville 1 Neal.Smith.2 10,HW1_2006__Summerville 1 Neal.Smith.2,1102.0,488.0,0.44283121597096187,2004-05-16,41.57639,-93.265,Lepidoptera,Mature secondary vegetation,0.3,POINT (-93.265 41.57639)
9372,HW1_2006__Summerville 1 Yellow.Banks.Park 6,HW1_2006__Summerville 1 Yellow.Banks.Park,1102.0,335.0,0.3039927404718693,2004-05-16,41.60361,-93.46139,Lepidoptera,Mature secondary vegetation,0.3,POINT (-93.46139 41.60361)
9385,HW1_2006__Summerville 1 Yellow.Banks.Park 19,HW1_2006__Summerville 1 Yellow.Banks.Park,1102.0,675.0,0.6125226860254084,2005-05-16,41.60361,-93.46139,Lepidoptera,Mature secondary vegetation,0.3,POINT (-93.46139 41.60361)
9379,HW1_2006__Summerville 1 Glendale.Cemetry 13,HW1_2006__Summerville 1 Glendale.Cemetry,1102.0,81.0,0.073502722323049,2004-05-16,41.60889,-93.69167,Lepidoptera,Young secondary vegetation,0.3,POINT (-93.69167 41.60889)
9392,HW1_2006__Summerville 1 Glendale.Cemetry 26,HW1_2006__Summerville 1 Glendale.Cemetry,1102.0,196.0,0.17785843920145192,2005-05-16,41.60889,-93.69167,Lepidoptera,Young secondary vegetation,0.3,POINT (-93.69167 41.60889)
9386,HW1_2006__Summerville 1 Thomas.Mitchell.Park 20,HW1_2006__Summerville 1 Thomas.Mitchell.Park,1102.0,652.0,0.5916515426497277,2005-05-16,41.63972,-93.37917,Lepidoptera,Mature secondary vegetation,0.3,POINT (-93.37917 41.63972)
2181,AD1_2011__Cameron 1  161,AD1_2011__Cameron 1 ,238.0,72.63636363636364,0.3051948051948052,2008-07-10,41.33614,-92.33661,Hymenoptera,Cannot decide,,POINT (-92.33661 41.33614)
9712,HW1_2008__Cagle 1  18,HW1_2008__Cagle 1 ,21.0,4.0,0.19047619047619047,2006-01-14,41.63045,-89.49966,Colubridae,Primary vegetation,5.0,POINT (-89.49966 41.63045)
9713,HW1_2008__Cagle 1  19,HW1_2008__Cagle 1 ,21.0,0.0,0.0,2006-01-14,41.63266,-89.49323,Colubridae,Primary vegetation,5.0,POINT (-89.49323 41.63266)
9714,HW1_2008__Cagle 1  20,HW1_2008__Cagle 1 ,21.0,3.0,0.14285714285714285,2006-01-14,41.64079,-89.49238,Colubridae,Primary vegetation,5.0,POINT (-89.49238 41.64079)
9716,HW1_2008__Cagle 1  22,HW1_2008__Cagle 1 ,21.0,0.0,0.0,2006-01-14,41.64483,-89.51519,Colubridae,Primary vegetation,5.0,POINT (-89.51519 41.64483)
9715,HW1_2008__Cagle 1  21,HW1_2008__Cagle 1 ,21.0,6.0,0.2857142857142857,2006-01-14,41.64898,-89.50718,Colubridae,Primary vegetation,5.0,POINT (-89.50718 41.64898)
9708,HW1_2008__Cagle 1  14,HW1_2008__Cagle 1 ,21.0,2.0,0.09523809523809523,2006-01-14,41.87783,-89.35077,Colubridae,Primary vegetation,5.0,POINT (-89.35077 41.87783)
9709,HW1_2008__Cagle 1  15,HW1_2008__Cagle 1 ,21.0,0.0,0.0,2006-01-14,41.88555,-89.32373,Colubridae,Primary vegetation,5.0,POINT (-89.32373 41.88555)
9711,HW1_2008__Cagle 1  17,HW1_2008__Cagle 1 ,21.0,4.0,0.19047619047619047,2006-01-14,41.88953,-89.3546,Colubridae,Primary vegetation,5.0,POINT (-89.3546 41.88953)
9710,HW1_2008__Cagle 1  16,HW1_2008__Cagle 1 ,21.0,1.0,0.047619047619047616,2006-01-14,41.89701,-89.35886,Colubridae,Primary vegetation,5.0,POINT (-89.35886 41.89701)
9699,HW1_2008__Cagle 1  5,HW1_2008__Cagle 1 ,21.0,10.0,0.47619047619047616,2006-01-14,41.38577,-88.28823,Colubridae,Primary vegetation,5.0,POINT (-88.28823 41.38577)
9707,HW1_2008__Cagle 1  13,HW1_2008__Cagle 1 ,21.0,7.0,0.3333333333333333,2006-01-14,41.39504,-88.17389,Colubridae,Primary vegetation,5.0,POINT (-88.17389 41.39504)
9706,HW1_2008__Cagle 1  12,HW1_2008__Cagle 1 ,21.0,14.0,0.6666666666666666,2006-01-14,41.40028,-88.17406,Colubridae,Primary vegetation,5.0,POINT (-88.17406 41.40028)
9705,HW1_2008__Cagle 1  11,HW1_2008__Cagle 1 ,21.0,21.0,1.0,2006-01-14,41.40381,-88.17415,Colubridae,Primary vegetation,5.0,POINT (-88.17415 41.40381)
2651,AD1_2011__Tonietto 1  3,AD1_2011__Tonietto 1 ,167.0,9.0,0.05389221556886228,2006-08-16,41.7910611111,-87.6016777778,Hymenoptera,Urban,,POINT (-87.6016777778 41.7910611111)
2658,AD1_2011__Tonietto 1  10,AD1_2011__Tonietto 1 ,167.0,8.0,0.04790419161676647,2006-08-16,41.8582416667,-87.614075,Hymenoptera,Urban,,POINT (-87.614075 41.8582416667)
2659,AD1_2011__Tonietto 1  11,AD1_2011__Tonietto 1 ,167.0,14.0,0.08383233532934131,2006-08-16,41.8814194444,-87.6218222222,Hymenoptera,Urban,,POINT (-87.6218222222 41.8814194444)
2657,AD1_2011__Tonietto 1  9,AD1_2011__Tonietto 1 ,167.0,15.0,0.08982035928143713,2006-08-16,41.8827,-87.7156916667,Hymenoptera,Urban,,POINT (-87.7156916667 41.8827)
2654,AD1_2011__Tonietto 1  6,AD1_2011__Tonietto 1 ,167.0,0.0,0.0,2006-08-16,41.884775,-87.6276305556,Hymenoptera,Urban,,POINT (-87.6276305556 41.884775)
2649,AD1_2011__Tonietto 1  1,AD1_2011__Tonietto 1 ,167.0,8.0,0.04790419161676647,2006-08-16,41.8853611111,-87.6424861111,Hymenoptera,Urban,,POINT (-87.6424861111 41.8853611111)
2219,AD1_2011__Cameron 2  20,AD1_2011__Cameron 2 ,612.0,216.0,0.35294117647058826,2008-08-11,40.8836,-109.8066,Hymenoptera,Cannot decide,,POINT (-109.8066 40.8836)
2081,AD1_2011__Cameron 1  61,AD1_2011__Cameron 1 ,238.0,52.888888888888886,0.2222222222222222,2009-06-30,41.1255,-98.5542,Hymenoptera,Cannot decide,,POINT (-98.5542 41.1255)
2328,AD1_2011__Cameron 2  129,AD1_2011__Cameron 2 ,612.0,73.0,0.119281045751634,2008-07-30,41.32129,-106.15729,Hymenoptera,Cannot decide,,POINT (-106.15729 41.32129)
2358,AD1_2011__Cameron 2  159,AD1_2011__Cameron 2 ,612.0,36.0,0.058823529411764705,2009-08-07,41.32207,-106.41233,Hymenoptera,Cannot decide,,POINT (-106.41233 41.32207)
2370,AD1_2011__Cameron 2  171,AD1_2011__Cameron 2 ,612.0,272.0,0.4444444444444444,2009-08-07,41.34644,-106.18425,Hymenoptera,Cannot decide,,POINT (-106.18425 41.34644)
2080,AD1_2011__Cameron 1  60,AD1_2011__Cameron 1 ,238.0,103.88888888888889,0.4365079365079365,2009-06-30,41.7404,-98.8093,Hymenoptera,Cannot decide,,POINT (-98.8093 41.7404)
2381,AD1_2011__Cameron 2  182,AD1_2011__Cameron 2 ,612.0,320.0,0.5228758169934641,2008-08-14,41.89436,-111.64246,Hymenoptera,Cannot decide,,POINT (-111.64246 41.89436)
2382,AD1_2011__Cameron 2  183,AD1_2011__Cameron 2 ,612.0,88.0,0.1437908496732026,2007-08-10,41.90102,-111.64016,Hymenoptera,Cannot decide,,POINT (-111.64016 41.90102)
2386,AD1_2011__Cameron 2  187,AD1_2011__Cameron 2 ,612.0,130.0,0.21241830065359477,2008-07-31,41.91245,-105.32037,Hymenoptera,Cannot decide,,POINT (-105.32037 41.91245)
2274,AD1_2011__Cameron 2  75,AD1_2011__Cameron 2 ,612.0,61.333333333333336,0.10021786492374728,2008-07-31,42.4831,-105.00698,Hymenoptera,Cannot decide,,POINT (-105.00698 42.4831)
9373,HW1_2006__Summerville 1 Thomas.Mitchell.Park 7,HW1_2006__Summerville 1 Thomas.Mitchell.Park,1102.0,147.0,0.13339382940108893,2004-05-16,41.63972,-93.37917,Lepidoptera,Mature secondary vegetation,0.3,POINT (-93.37917 41.63972)
9391,HW1_2006__Summerville 1 Softball.Complex 25,HW1_2006__Summerville 1 Softball.Complex,1102.0,338.0,0.30671506352087113,2005-05-16,41.65111,-93.53056,Lepidoptera,Young secondary vegetation,0.3,POINT (-93.53056 41.65111)
9378,HW1_2006__Summerville 1 Softball.Complex 12,HW1_2006__Summerville 1 Softball.Complex,1102.0,162.0,0.147005444646098,2004-05-16,41.65111,-93.53056,Lepidoptera,Young secondary vegetation,0.3,POINT (-93.53056 41.65111)
9367,HW1_2006__Summerville 1 Puccoon.Prairie 1,HW1_2006__Summerville 1 Puccoon.Prairie,1102.0,181.0,0.16424682395644283,2004-05-16,41.73528,-93.36417,Lepidoptera,Primary vegetation,0.3,POINT (-93.36417 41.73528)
9380,HW1_2006__Summerville 1 Puccoon.Prairie 14,HW1_2006__Summerville 1 Puccoon.Prairie,1102.0,777.0,0.70508166969147,2005-05-16,41.73528,-93.36417,Lepidoptera,Primary vegetation,0.3,POINT (-93.36417 41.73528)
9387,HW1_2006__Summerville 1 Saylorville.1 21,HW1_2006__Summerville 1 Saylorville.1,1102.0,819.0,0.7431941923774955,2005-05-16,41.74944,-93.68139,Lepidoptera,Mature secondary vegetation,0.3,POINT (-93.68139 41.74944)
9374,HW1_2006__Summerville 1 Saylorville.1 8,HW1_2006__Summerville 1 Saylorville.1,1102.0,324.0,0.294010889292196,2004-05-16,41.74944,-93.68139,Lepidoptera,Mature secondary vegetation,0.3,POINT (-93.68139 41.74944)
9371,HW1_2006__Summerville 1 Errington.wildlife.area 5,HW1_2006__Summerville 1 Errington.wildlife.area,1102.0,171.0,0.15517241379310345,2004-05-16,41.75611,-93.50556,Lepidoptera,Primary vegetation,0.3,POINT (-93.50556 41.75611)
9384,HW1_2006__Summerville 1 Errington.wildlife.area 18,HW1_2006__Summerville 1 Errington.wildlife.area,1102.0,429.0,0.3892921960072595,2005-05-16,41.75611,-93.50556,Lepidoptera,Primary vegetation,0.3,POINT (-93.50556 41.75611)
9369,HW1_2006__Summerville 1 Snyder.Farm 3,HW1_2006__Summerville 1 Snyder.Farm,1102.0,187.0,0.16969147005444646,2004-05-16,41.77222,-93.4875,Lepidoptera,Primary vegetation,0.3,POINT (-93.4875 41.77222)
2656,AD1_2011__Tonietto 1  8,AD1_2011__Tonietto 1 ,167.0,17.0,0.10179640718562874,2006-08-16,41.9066416667,-87.7019333333,Hymenoptera,Urban,,POINT (-87.7019333333 41.9066416667)
2664,AD1_2011__Tonietto 1  16,AD1_2011__Tonietto 1 ,167.0,21.0,0.12574850299401197,2006-08-16,41.9248805556,-87.8592694444,Hymenoptera,Primary vegetation,,POINT (-87.8592694444 41.9248805556)
2650,AD1_2011__Tonietto 1  2,AD1_2011__Tonietto 1 ,167.0,28.0,0.16766467065868262,2006-08-16,41.9264138889,-87.6349583333,Hymenoptera,Urban,,POINT (-87.6349583333 41.9264138889)
2655,AD1_2011__Tonietto 1  7,AD1_2011__Tonietto 1 ,167.0,65.0,0.38922155688622756,2006-08-16,41.9284138889,-87.6364777778,Hymenoptera,Urban,,POINT (-87.6364777778 41.9284138889)
2660,AD1_2011__Tonietto 1  12,AD1_2011__Tonietto 1 ,167.0,106.0,0.6347305389221557,2006-08-16,41.9635083333,-87.6334,Hymenoptera,Urban,,POINT (-87.6334 41.9635083333)
2190,AD1_2011__Cameron 1  170,AD1_2011__Cameron 1 ,238.0,83.58333333333333,0.35119047619047616,2009-07-29,42.01375,-88.25199,Hymenoptera,Cannot decide,,POINT (-88.25199 42.01375)
2191,AD1_2011__Cameron 1  171,AD1_2011__Cameron 1 ,238.0,181.33333333333331,0.7619047619047619,2008-08-21,42.01375,-88.25199,Hymenoptera,Cannot decide,,POINT (-88.25199 42.01375)
2123,AD1_2011__Cameron 1  103,AD1_2011__Cameron 1 ,238.0,147.33333333333334,0.6190476190476191,2008-07-23,42.01375,-88.25199,Hymenoptera,Cannot decide,,POINT (-88.25199 42.01375)
2653,AD1_2011__Tonietto 1  5,AD1_2011__Tonietto 1 ,167.0,33.0,0.19760479041916168,2006-08-16,42.0492222222,-87.6849888889,Hymenoptera,Urban,,POINT (-87.6849888889 42.0492222222)
2652,AD1_2011__Tonietto 1  4,AD1_2011__Tonietto 1 ,167.0,45.0,0.2694610778443114,2006-08-16,42.0994916667,-87.8183527778,Hymenoptera,Urban,,POINT (-87.8183527778 42.0994916667)
2665,AD1_2011__Tonietto 1  17,AD1_2011__Tonietto 1 ,167.0,39.0,0.23353293413173654,2006-08-16,42.100425,-87.8182944444,Hymenoptera,Primary vegetation,,POINT (-87.8182944444 42.100425)
2666,AD1_2011__Tonietto 1  18,AD1_2011__Tonietto 1 ,167.0,36.0,0.2155688622754491,2006-08-16,42.1412027778,-87.7867638889,Hymenoptera,Primary vegetation,,POINT (-87.7867638889 42.1412027778)
